JobTitle,Company,Location,Min Salary,Max Salary,JobType,Summary,Date Posted,JobUrl
it executive,EPS Ventures Sdn Bhd,Shah Alam,3000,4000,Full-time ,designing testing computer structure degree computer science computer programming advanced knowledge eating system,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=2f60f73ba6179e31&bb=b9uz8pV-NrAcLKHl_O9O_xgHIgCbdrL1GAzzUk5eyO4_pJt3tqVCkwjO4JyJnBR-kZAcHlc8I9BJbtiJ4wzT1D9UrqOwN8PKdXClWLAdsoo9Vpa1yPjqkFQ-h0zGV8VO&xkcb=SoDw67M3_U0OGxzUox0LbzkdCdPP&fccid=7907089f779ff7e5&cmp=EPS-Ventures-Sdn-Bhd&ti=IT+Executive&vjs=3
"functional analyst, wms",Wilmar GBS Sdn Bhd,Putrajaya,3300,4000,Full-time ,reporting project manager ideal candidate demonstrative warehouse management system inventory management system 13,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=462e494387c52e07&bb=b9uz8pV-NrAcLKHl_O9O_09NG2AVVPuXRvKHi25T_0QSHodOBVcfqGvVhwIehOjQro2LJHM3Y2hleRm9hSVC-YeRPzAoQU-FUz4Er2eZMIPQWe3rxF5-J-8LH1LoG4hm&xkcb=SoDZ67M3_U0OGxzUox0JbzkdCdPP&fccid=e0bd55599055ac1b&cmp=wilmar-gbs-sdn-bhd&ti=Technical+Analyst&vjs=3
technical writer,Verinon Technology Solutions Sdn Bhd,Kuala Lumpur,3500,4500,Full-time,prepare review revise maintain technical document service request work order labor pricing catch,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=2d330c102b7fadd8&bb=b9uz8pV-NrAcLKHl_O9O_08nV3cTRvQLdOwaBoou0aFYp5ImVLjiQKBVqZfSDksGP4BE5uQ2WDoYo6jEpXceeg0JhydFIwGQxvOR6nAWhib2rkmtxGaMrn6Rb9U-PpGX&xkcb=SoBt67M3_U0OGxzUox0IbzkdCdPP&fccid=8761a119d0ea8db5&cmp=Verinon-Technology-Solutions-Sdn-Bhd&ti=Technical+Writer&vjs=3
l1 support,MSP Hitect Sdn Bhd,Kuala Lumpur,3000,3500,Full-time,fresh graduate someone recently graduated within last two degree relevant,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=d746354b8dc9f58b&bb=b9uz8pV-NrAcLKHl_O9O_0iO_hNfnSXTyNAkipai3ADpkXC6HbyFVZopVHS2khQCX15GhrD00jJsq4NOBHdaSct-Zh45N2SkdXMesTxiaP-elfYc6jHol1OYnB1541gM&xkcb=SoDj67M3_U0OGxzUox0PbzkdCdPP&fccid=2580643259b55585&cmp=MSP-Hitect-Sdn-Bhd&ti=L1+Support&vjs=3
system administrator,TC ITECH Sdn Bhd,Kuala Lumpur,4800,7500,Full-time ,system administrator  plan implement maintain system infrastructure related project well providing level 2 level,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=252ca2033dc162b7&bb=b9uz8pV-NrAcLKHl_O9O_1aM-sAVjf24ku_2zupxJTIcGDCkABEe7wIdARROPvtjrMaJn5jnrRcSSxCJJObnz22Xk7nzen5Rem1yJ2eXIiI-Ha9HiV44tRaTxcG5z52D&xkcb=SoBX67M3_U0OGxzUox0ObzkdCdPP&fccid=e5ffd978e5ff7700&cmp=TC-Contact-Centre-Services-Sdn-Bhd&ti=Systems+Administrator&vjs=3
it business analyst for logistics services & transport,Esync software services Sdn Bhd,Kuala Lumpur,15000,15000,Permanent,bachelor degree information management computer science related master degree blueyonder tum plus,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=c2c480699f9d62cc&bb=b9uz8pV-NrAcLKHl_O9O_-JrcPIaXXS05wtW1v4OkK085symrMSBJ9enjmBM5oMEaH7UqUtWMLgvB8aR2q02pOUbG1vUtj6B7K-PQRLW6aU41p5g_ia-FthJ5ZqabTHR&xkcb=SoB-67M3_U0OGxzUox0MbzkdCdPP&fccid=e0c9f06877b6b5e7&cmp=LTH-GROUP-ASIA&ti=IT+Analyst&vjs=3
fresh graduate program it,Aisling Group,Bayan Lepas,2000,2300,Fresh graduate ,diplomadegree cop 28 competitive starting am 2000 diploma am 2300 degree role,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=7e12aa3ad0500ade&bb=b9uz8pV-NrAcLKHl_O9O_9coXjITZtyzGNyfgL3-eHrPxytBpU1b2k2LPLCM2oQLlaRztJUM6E7FZavw9D9C9jydkIpTGLZToVfLAKU4l_Nzu7eB0iLNEnZSd-PzJkmW&xkcb=SoAj67M3_U0OGxzUox0CbzkdCdPP&fccid=784843444c486c1f&cmp=Aisling-Group&ti=New+Graduate&vjs=3
junior php backend developer,Applify Technologies Sdn Bhd,Kuala Lumpur,2500,3500,Full-time,design develop maintain scalable web application using pop caravel collaborate member design develop webbed application,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=17731d52f029e7c0&bb=b9uz8pV-NrAcLKHl_O9O_2I8KE37QgrFP8ur0JIQeyMH0xyCjIbT0pBVY026yGO9afsEC1ZDRyyF46Z34HNdMuxl8HQMvwaEOQMgItTFyWdlvlnkqwc716HLANj71Oik&xkcb=SoAK67M3_U0OGxzUox0AbzkdCdPP&fccid=551a3dc10c401569&cmp=Applify-Technologies-Sdn-Bhd&ti=Back+End+Developer&vjs=3
seo specialist | remote working | up to rm15k | midvalley jb,Faithful Consortium Holdings Sdn Bhd,Remote in Johor Bahru,8000,15000,Full-time,execute test collect analyze data result identify trend insight order achieve rob paid search campaign,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=fd2608a45b423dfa&bb=b9uz8pV-NrAcLKHl_O9O_08nV3cTRvQLPiGBcTDda9Ue4_FzdZQria0hPTAx9_u9Oqx-d6EDPnz2_bgEiNbo4wSyV0fPJs24pRbNBn_GjRDJynWIPR8JVeIWS3GldPKh&xkcb=SoAw67M3_U0OGxzUox0GbzkdCdPP&fccid=3f76996968e5d0b7&cmp=Faithful-Consortium-Holdings-Sdn-Bhd&ti=SEO+Specialist&vjs=3
it business analyst,Agensi Pekerjaan Asia Recruit Sdn Bhd,Kuala Lumpur,5000,13000,Full-time ,type full time clarifies translates business system functional system interaction flow,9/6/2024,https://malaysia.indeed.com/rc/clk?jk=f3b1a7cb5af5e3c3&bb=n-UJ1uRAVi-kFs3IyPK0fcGpoFcXT83yVfmErTDrC_Xzk8pdEHq6s5jM6LC9l5CSMcFavFtFlvtZopCwfE3gvqYGsfR8b4WcfK3u-EUi8oXd6l6mtWv6v1jEGYg0ytN9&xkcb=SoBv67M3_U0OAfUO0Z0JbzkdCdPP&fccid=c2a9dd2b1951a30d&cmp=Agensi-Pekerjaan-Asia-Recruit-Sdn-Bhd&ti=IT+Analyst&vjs=3
software business analyst,Debugged Solutions Sdn Bhd,Kuala Lumpur,3000,5000,Full-time,understand client business based business gathered form business process study new project,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=7bd98762139b0e8e&bb=n-UJ1uRAVi-kFs3IyPK0fWF_wp1u0s3jg12pgki-AcD3GhLBUY7dfKzqscWrghzRYy2Nn_ryOAr0enUgsS-U5O4IhLnPRqNzwQU1RPNWGjMDLYN4v7sSu5lcVLerVCuW&xkcb=SoBV67M3_U0OAfUO0Z0PbzkdCdPP&fccid=ebce43280dba3013&cmp=Debugged-Solutions-Sdn-Bhd&ti=Software+Analyst&vjs=3
it mobile developer,K Production Sdn Bhd,Kuala Lumpur,3000,4500,Full-time,support entire application lifecycle concept design test release support produce fully functional mobile application writing clean code,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=d300222ddf27d4e6&bb=n-UJ1uRAVi-kFs3IyPK0fVEan0UH9yuj3CIXKmzQz0dDoZcNrX-8ZnhjViTVqglgE3Nj-sQTVIsmKlnwAPvFqK7TXt74IrmTFeSYD8462q6F0VoEVsgQ07Gz7NOrJoSJ&xkcb=SoDh67M3_U0OAfUO0Z0ObzkdCdPP&fccid=308f881b4b4ba1a7&cmp=K-Production-Sdn-Bhd&ti=Mobile+Developer&vjs=3
internship for it cum network,IP FOKUS SDN BHD,Bangi,20,40,Internship,diplomadegree er academic science network relevant fluent banana malaysia english,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=3c32fe0b2fb8989c&bb=n-UJ1uRAVi-kFs3IyPK0faYUDZ9teZJd4TSORthuVcEfVLNc6I95yGnHVb6wz5mQYoH08p1MFig9iLiOb_Spf_EWHvy0AOU816Fv7voMHVdp4UhlA6fn1bRw-VxJM25U&xkcb=SoAh67M3_U0OAfUO0Z0DbzkdCdPP&fccid=2c3fcdafa69291c5&cmp=IP-FOKUS-SDN-BHD&ti=Information+Technology+Intern&vjs=3
junior frontend developer,EBS Malaysia,Remote in Kuala Lumpur,5000,7000,Full-time,attractive package fixed 13 pal romance 24,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=22b395c5485ef094&bb=n-UJ1uRAVi-kFs3IyPK0fcGpoFcXT83y1GXWwWhY_IIJtsMXf2EKB7k0dHjsWtEF5hQF4egY0H0xZNR3sHZfBrGQKA3V4SYBlE0bIuEi7bvPkFhjoopep0RFUEqOkXfl&xkcb=SoAI67M3_U0OAfUO0Z0BbzkdCdPP&fccid=c1980ad58d6840c6&cmp=EBS-Malaysia&ti=Junior+Front+End+Developer&vjs=3
user vid content creator,The Honest People,Remote in Kuala Lumpur,2000,5000,Full-time ,work home anywhere like type lance fresh graduate student,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=cc003f9920e43f26&bb=n-UJ1uRAVi-kFs3IyPK0fUrtcntAkwQb2elUKrPsfPLXQ3klqCZcF4ht9M7ilyVHnWxeiAxLKb-_5DR1ZW8pxhg7xNwvjSDJQ9cSzMqE_U0Yv78RW6RfodVc9kTdKx3U&xkcb=SoC867M3_U0OAfUO0Z0AbzkdCdPP&fccid=ddde27e0f74635b0&cmp=The-Honest-People&ti=Content+Writer&vjs=3
"administrator / senior administrator, investment management services",Genius Brio Sdn Bhd,Cyberjaya,3000,5000,Full-time ,completion daily process position keeping trade management flow monitoring a external enquiry managed time,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=841e86f81409030c&bb=n-UJ1uRAVi-kFs3IyPK0fbqPDD1Bu3s3fFh9MoWVmidWjY4GIwSbdfE_Q9te6des0vHb55H4blY1ymtC47sMaA-qQuM8I_K6RnaJV8nr5ST6lJilfl_uuHy4RmzDLuw7&xkcb=SoAy67M3_U0OAfUO0Z0HbzkdCdPP&fccid=aa4013273dfa8604&cmp=GENIUS-BRIO-SDN.-BHD.&ti=Senior+Manager&vjs=3
sam it asset management specialist,JP Caliber,Kuala Lumpur,8000,10000,Full-time ,correct interpretation modelling license position different software typespublishers mitigate unnecessary usage software,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=04b1c7cdfad119d5&bb=n-UJ1uRAVi-kFs3IyPK0fTiCSmTByKAx_0I7kUG6ApwUSVEqqRtGcY2RZ0k8zQdwq8gwpp4iqHbOoW9lM_Bpb2cJcOUsixgj4DOrgqsAbESk-Tp18FRVPqVRxl4zaHJ9&xkcb=SoAb67M3_U0OAfUO0Z0FbzkdCdPP&fccid=4c62b19debfea540&cmp=JP-CALIBER-SDN-BHD&ti=IT+Technician&vjs=3
software engineer,REDtone Telecommunications Sdn Bhd,Puchong,2500,2900,Full-time,software engineer  form analysis design coding functional specification application,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=6ecd3cb87c646ade&bb=FmkCBMZBEOrmgy3ifLaYKcbmzU-lQUzR5o5JanQYcqKYag1rAjek6rUCcPBTnphWb_NMxzdZlpwMUvDjQ8sZL7yv8Cg_eQhc9NyyH9lXss1YvtfBOp1xt_BIpdoOc4pB&xkcb=SoDI67M3_U0OLFA1bj0IbzkdCdPP&fccid=716c54b5c866b963&cmp=REDtone-Telecommunications-Sdn-Bhd&ti=Software+Engineer&vjs=3
tech support - well known media company,Glob Pro BrainHunters Sdn Bhd,Bukit Jalil,2300,2500,Fresh graduate,monitor form live layout service recovery bop whenever required limited system related downtime also planned unplanned,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=f8d6788f4a5d7935&bb=FmkCBMZBEOrmgy3ifLaYKd-5P6SWNg9k8FQf29jsHMVAe_3KwXfdNPL_r0ta3QAoMGsEpAKEKxPTxzgzqarr5VeYXukM47mXuKOjJmvWZRlOoSC7ctlMkteCQ_o-6o72&xkcb=SoBG67M3_U0OLFA1bj0PbzkdCdPP&fccid=75f44809102facfd&cmp=Glob-Pro-BrainHunters-Sdn-Bhd&ti=New+Graduate&vjs=3
operation executive,Fortesys Sdn Bhd,Puchong,3200,4000,Full-time,great staff package great exposure gain knowledge latest techno network solution play important role,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=1a3fa3f6e82ec804&bb=FmkCBMZBEOrmgy3ifLaYKSQLVVetw1nS37-wmm-etPA9ltMfSKLAPhEKJIB40_6N9r-TVyn1F10ObEX_fFBGhfStKwv220rFnsKQC3q8nKQzJmalCtyAV0kre4rG4Kqx&xkcb=SoDb67M3_U0OLFA1bj0MbzkdCdPP&fccid=e57dd09203e04424&cmp=Fortesys-Sdn-Bhd&ti=Operation+Executive&vjs=3
technical support engineer,TNT COMMUNICATIONS SDN BHD,Subang Jaya,2500,3500,Full-time , troubleshooting resolving issue related network server system deliver outstanding customer service providing timely,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=28024afd7067978d&bb=FmkCBMZBEOrmgy3ifLaYKWrbpW4tmEB5TgOwKG5gZMFWIFjHuG_IIqCY9KSYMQN1SsbGaZM5iFKmGs3282w-Cn9cDUiDZACYqG-D-mVNsAykT6OOM-27xOgQt_hBdpPm&xkcb=SoAy67M3_U0OLFA1bj0DbzkdCdPP&fccid=442cbbd418c39d97&cmp=AirTech-Macro-Sdn-Bhd&ti=Technical+Support+Engineer&vjs=3
manufacturing engineer,Anradus Pte Ltd,Kuala Lumpur,10500,13500,Full-time ,5 on fry 800 600 am package 4300 wa romance type,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=b6bc70c17384895a&bb=FmkCBMZBEOrmgy3ifLaYKRNGmkkO91j5pyRwMAT5bevcDzwo_gBe5MzeaDZ8BHNHaUZ1n4XwusIrq7NHohCDXkDvZZunmt9dx-TmgHDOT9vLA98qyiRpixiINAdPNulh&xkcb=SoAb67M3_U0OLFA1bj0BbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Manufacturing+Engineer&vjs=3
machinery technician,AEC MACHINERY (M) Sdn Bhd,Puchong,2000,3000,Full-time,2 maintenance repair form routine maintenance equipment keep condition posse valid car driving license,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=664321b676944758&bb=FmkCBMZBEOrmgy3ifLaYKcbmzU-lQUzRc2FpjUSSXaZS2pzmi4ehQomkVkpwlTfrX-SmT-NU780FrlAKjrSNxU35WbCSZW8Zl2nWEetuqBgQPmsmrnDGURIjUitfDYhs&xkcb=SoCv67M3_U0OLFA1bj0AbzkdCdPP&fccid=d6499ff4ba00e65b&cmp=AEC-MACHINERY-%28M%29-Sdn-Bhd&ti=Machinery+Technician&vjs=3
escalation officer,Upstream BPO Sdn Bhd,Kuala Lumpur,2000,3300,Contract,manage escalation case first level customer service identity root cause propose suitable solution achieve customer,19/5/2024,https://malaysia.indeed.com/rc/clk?jk=19c8268297a65358&bb=Ja7JmWLh6hKcdGWu2XB3GqG_lG7_Jkei7R536NpWtBOXzO2fXmxN3AJAwPoDwksXbBlGinS3TkbqWGQffcu-fFFN4uVcGuFZC23ipQVJeW9LXg74hzffS8Tawzmtxl3H&xkcb=SoCN67M3_U0N1pA1bj0PbzkdCdPP&fccid=27a2491a2a622253&cmp=Upstream-BPO-Sdn-Bhd&ti=Escalation+Officer&vjs=3
human resource executive,TITAN FORCE SDN BHD,Kuala Lumpur,2200,3500,Full-time ,prepare document related government agency approval garment payment foreman pick foreign worker airport,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=a4e228b6c9a77760&bb=Ja7JmWLh6hKcdGWu2XB3Gg9Xf_SeqKU8_viPd74YnE9oxir77Ro9H3FL8SBhAlOleUJh1cy-IzDZmc9JG3Zd8oawWyzKDLdizZZdOLTBc7edpLRVNeErB69CYVVdXpQL&xkcb=SoDq67M3_U0N1pA1bj0HbzkdCdPP&fccid=29ae7b1090edd483&cmp=TITAN-FORCE-SDN-BHD&ti=New+Graduate&vjs=3
it executive,Talent Houz,Teluk Panglima Garang,5000,7000,Full-time,develop implement computer application knowledge database era myself advanced knowledge microdot excel formula,9/6/2024,https://malaysia.indeed.com/rc/clk?jk=aba3347817e877c4&bb=Ja7JmWLh6hKcdGWu2XB3GmqgDKIlAxvBC9oUmZ0lj_tt_O3XgQbx3-N_oidhDZnOsHhG7oimdrD9lZBIemnkC3cTrNfhdjdz0kkC-rtRFsHwAx-xecDwwmOGPVhh4mAL&xkcb=SoDD67M3_U0N1pA1bj0FbzkdCdPP&fccid=ddfac121fef5f878&cmp=Talent-Houz&ti=IT+Executive&vjs=3
it field service engineer,Aisling Consulting,Subang Jaya,2300,2500,Fresh graduate ,rm2300 rm2500 depends non normal carrying project roll installation,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=431249c779251aaf&bb=fimWsqeXE9PwH6WXB_rue0_mGRQALfjFF-CgME5AzskNK7fjuQwixfGFeUncxgh1nfuLqpy-SaaplvWi4xY6gvwBSjxwXTF3-w_yZ4eG320Cj6RAfAjrVW61oOgoyyDu&xkcb=SoDK67M3_U0N-BU-KR0LbzkdCdPP&fccid=0c054b4df62d7404&cmp=Aisling-Consulting&ti=Field+Service+Engineer&vjs=3
project engineer,Anradus Pte Ltd,Kuala Lumpur,8100,10500,Full-time ,industry organization type security system service  r 5 monfri 9 6 am in diploma engineering,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=96709bd6234f9199&bb=fimWsqeXE9PwH6WXB_rue9tVp0hEZYY1UCrNNveS62tk1zhduR6HazqbRcjND4quZ6ReJk9ZzI5s_fBRstStf1ni77KHuFH0vk9KLaEGkojxi5r4-wvct-j2GdKMFZlZ&xkcb=SoDj67M3_U0N-BU-KR0JbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Project+Engineer&vjs=3
it solutions delivery assistant manager,D2S Resources Sdn Bhd,Kuala Lumpur,10000,13000,Full-time,university degree computer science equivalent least 8 application development did pipeline fronted build,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=a70c84f639b65ad0&bb=fimWsqeXE9PwH6WXB_rue5WvsrQhgNQZtk0SqsLx2gdgOcwuFnZr9-7sDL25u4t-EaA17RFjzs9T64vKgEtj2SRrpZV4wEvsUyFm0hEeYl4189eOkN6D9Pjibu6611K_&xkcb=SoBX67M3_U0N-BU-KR0IbzkdCdPP&fccid=847d87a99090b8f5&cmp=D2S-Resources-Sdn-Bhd&ti=Solutions+Manager&vjs=3
wintel support engineer,MSP Hitect Sdn Bhd,Kuala Lumpur,3000,7000,Full-time ,monitor maintain infrastructure secure date latest security patch vsphereesxi center,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=5d9f6db0517d4b76&bb=fimWsqeXE9PwH6WXB_ruez_NHhcqX8KLh6fdDffddq7Hg7CRCI5kcbTjK0OQ4yVLL8WXL3NJ_tZOKqUouKA3ZUVyw0SBsBW-L9dskaA_0KrBLs8O5tNqWYq8LerrQx8t&xkcb=SoDZ67M3_U0N-BU-KR0PbzkdCdPP&fccid=2580643259b55585&cmp=MSP-Hitect-Sdn-Bhd&ti=Wintel+Engineer&vjs=3
"it business analyst | investment bank-kl| up to rm12,500",Tek Infotree Sdn Bhd,Kuala Lumpur,8000,10000,Full-time ,note domain least 1 following area secured unsecured lending wealth life digital option,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=f954cca5cafda094&bb=fimWsqeXE9PwH6WXB_rue1EaQFa4JD_BhY8yNtCxDdZrBINTIH3VvYr3ZIN1pNTebXKsY5_lWZu9hq4rBCPcGIHx2UnTcOE8DdosEYzYMRmonebD_YMCfY6AuXiBREzP&xkcb=SoDw67M3_U0N-BU-KR0NbzkdCdPP&fccid=3fa48a9cf908cdc6&cmp=TEK-INFOTREE-SDN-BHD&ti=Investment+Banking+Analyst&vjs=3
it support - helpdesk,Eurasian Consultancy,Petaling Jaya,2600,3400,Permanent,interacting customer responding gather customer information determine issue evaluating analyzing,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=b58759e7c04ab5f5&bb=fimWsqeXE9PwH6WXB_rueyDGRbhQVGBjkm3KqcBGdtajybehZx6bFdN32CMkgg_qKX4BeWcXtss5XEiRCgFcIEODRDuoWzLQylksSL2PuDBXtN6CGcG9k0ZNZyxMxj-R&xkcb=SoBE67M3_U0N-BU-KR0MbzkdCdPP&fccid=90561191ee46c5f5&cmp=Eurasian-Management&ti=New+Graduate&vjs=3
ai developer,EPS Ventures Sdn Bhd,Bangsar,3000,4000,Full-time ,researching designing implementing managing software program testing evaluating new program writing implementing efficient code,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=600047f1f9152eed&bb=fimWsqeXE9PwH6WXB_rue91fmlIvBM1fEdFYlqeIwQC9OxLdGNmW2zZkca3SrQeLMiMQcsI6ep9J83VbdQjgpO7hbIbTA1CNauSRdfVFP6XgDiwQ70W1uPzJQI5hxOOp&xkcb=SoAZ67M3_U0N-BU-KR0CbzkdCdPP&fccid=7907089f779ff7e5&cmp=EPS-Ventures-Sdn-Bhd&ti=Developer&vjs=3
it account manager,Techtiera Sdn Bhd,Kuala Lumpur,10000,10000,Full-time ,act primary point contact matter relating client build longer relationship customer maintaining strong positive,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=609316b9ff3250b6&bb=fimWsqeXE9PwH6WXB_ruex6pVN0Ux-zpV9Qsk5MddWiT34CsgxZov7B6tqXjrCK8DIuY6lwm2JOSiK2SlQmuQdEbd_yJ5QDCEpfzUNSkcZuO_AoyA6jrLQsmOH9a-KOr&xkcb=SoCE67M3_U0N-BU-KR0BbzkdCdPP&fccid=b61face16f4785a2&cmp=Techtiera-Sdn-Bhd&ti=IT+Manager&vjs=3
sales executive- enterprise system/it,APPING TECHNOLOGY SDN BHD,Kuala Lumpur,4500,6500,Full-time ,handling generating sale order preparing sale invoice purchase order limited vendor registration generating sale related,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=daed1837cb05736e&bb=fimWsqeXE9PwH6WXB_rue7fLlU_vUJrVwlmb7qJhA0Fz4aXhMunf1elYA1i-ABkOEMV3SUvPmaRu5fMpjwAHoqDGa1dmk4U_LK0Z_EgJIKR4_rt_l2LD6rqoQ1eCONVE&xkcb=SoAK67M3_U0N-BU-KR0GbzkdCdPP&fccid=400e8af72bd21a66&cmp=APPING-TECHNOLOGY-SDN-BHD&ti=Sales+Executive&vjs=3
it business analyst,Agensi Pekerjaan Career Horizons,Petaling Jaya,5500,6000,Full-time ,play vital role boosting ensuring smooth delivery topnotch service meet exceed customer demand,17/6/2024,https://malaysia.indeed.com/rc/clk?jk=8878eaa99f4f15fe&bb=6oiqsM3kIcImJLzlZOjYo_YzLmz6gdr555IbobNlsDnD16RcouWUbBGS-X-gzPFsy7ew26zDNgJme0BoRaxITxM8-m8hQuFpvuWKAWJc9ASxRJDn3GMngt3vYYJvIByd&xkcb=SoAJ67M3_U0N5yg1bj0NbzkdCdPP&fccid=824c1bdf324886cc&cmp=Career-Horizons-Sdn-Bhd&ti=IT+Analyst&vjs=3
it asset controller,Aisling Consulting,Petaling Jaya,2200,2500,Fresh graduate ,validate incoming outgoing customer buffer stock completeness accuracy asset flow update receiving immediate suitor,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=880fe1aa62d059a2&bb=6oiqsM3kIcImJLzlZOjYoyFugPIr7jzub24dyCJsR8vpPQCIZ1pHuWh32sgJcalJTgIf_4K7_leahaZFPMwmceV0VtecnsKqUWUFSGC2UqTKTh9Q-YvWpMBn5Gnu3P65&xkcb=SoC967M3_U0N5yg1bj0MbzkdCdPP&fccid=0c054b4df62d7404&cmp=Aisling-Consulting&ti=Controller&vjs=3
customer care representative - automotive industry,Talreso Consultancy & Advisory Sdn. Bhd.,Subang Jaya,3785,3785,Permanent,gather customer feedback share mate leader   support premium automotive brand customer service 1,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=daf0fa9e57c092a2&bb=6oiqsM3kIcImJLzlZOjYo6CeOQVOYDHO2zl30clATBoeWxAbKk8A1k2qvyPxInsnoci8DS-wM1hOewRZQqyo8Iqw0eiL6maG13fNs4y_RF4Udw9Ej4q0U7grCO2BGHi0&xkcb=SoDg67M3_U0N5yg1bj0CbzkdCdPP&fccid=6eda159652cac5dd&cmp=Talreso-Consultancy-%2526-Advisory-Sdn.-Bhd.&ti=Customer+Support+Representative&vjs=3
office manager,LGCM SDN BHD,Shah Alam,4000,6000,Full-time,organize meeting managing database communicate china regarding order delivery ordering stationery equipment,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=de37dfe9ab09e68c&bb=6oiqsM3kIcImJLzlZOjYo-cW58-uhl23MWkZEWIJWacKSr5c_NGB_17dqxlGRuhrABrP2JwyrbHNyj9lgIto9UuYaEQG14K0_q7CKw7UA9mI_TGGUpmVCw_eg2Xj6vu9&xkcb=SoB967M3_U0N5yg1bj0BbzkdCdPP&fccid=a0a0ddb212a0a70b&cmp=LGCM-SDN-BHD&ti=Office+Manager&vjs=3
it business analyst,JT Connects Consultancy (Headhunter),Johor Bahru,8000,8000,Full-time ,gather understand client business process convert specification document,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=39792f6ba46b69da&bb=6oiqsM3kIcImJLzlZOjYo8jeKsqwtpXbFkOzrOXQefWcHwPK46YbcmNo7Fh3R58_huPsXgmoEhas5pJSxYzi6XIcI_seSQS6KHMIapqzERMFRXagU7u8pjASjWqiOJKU&xkcb=SoDa67M3_U0N5yg1bj0EbzkdCdPP&fccid=9dda1e982585979f&cmp=JT-Connects-Consultancy&ti=IT+Analyst&vjs=3
senior it project manager,FinexHR (Malaysia) Sdn Bhd,Kuala Lumpur,13000,20000,Full-time,develop comprehensive project plan outlining task timeline resource lead project ensuring effective collaboration,19/5/2024,https://malaysia.indeed.com/rc/clk?jk=ad70b13c57167758&bb=6oiqsM3kIcImJLzlZOjYo5QEn4EvFwNWoEedrRX74MDcCigzpeXUdOdWYabpJ9mA17VhYWjNkIjQCP6wqhdx1SbCmv7MUS9n1sEk540ofNDUhXA70VODp2MkeuvFZMjp&xkcb=SoBJ67M3_U0N5yg1bj0abzkdCdPP&fccid=a1fb0f5ea5397d90&cmp=FinexHR-%28Malaysia%29-Sdn-Bhd&ti=IT+Project+Manager&vjs=3
it & marketing executive,Bright Series Sdn Bhd,Port Klang,3000,4000,Contract,maintain maintenance it infrastructure net computer hardware server security backup system cut support daily nation,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=4df16ab91d3c620c&bb=XWVLZnX7nCJY9FME2gABHPeyHw6uCH1qVCyDcp99qvDHiYrc17ad4f9ALGJHm2TvfRV7pmbvKAoPwOYP-BKCi1T34zOW6Q1RjVB7cqX1kFUGadtZ8WLiUJyRXbaOMWdt&xkcb=SoCu67M3_U0Njx0O0Z0NbzkdCdPP&fccid=13c4036133957503&cmp=BRIGHT-SERIES-SDN-BHD&ti=IT+Executive&vjs=3
